tipo_bebida
Café com açúcar
Café sem açúcar
Café sem açúcar
Café sem açúcar
Café com açúcar
Café com leite
Mocaccino
Capuccino
Café sem açúcar
Capuccino
Café sem açúcar
Café com leite
Não gosto
Capuccino
Capuccino
Mocaccino
Café sem açúcar
Capuccino
Mocaccino
Mocaccino
Café sem açúcar
Café com açúcar
Capuccino
Café sem açúcar
Café com leite
Capuccino
Café sem açúcar
Não gosto
Café com açúcar
Capuccino
Café sem açúcar
Mocaccino
Café sem açúcar
Café com açúcar
Capuccino
Mocaccino
Café sem açúcar
Capuccino
Capuccino
Café com açúcar
Mocaccino
Café sem açúcar
Café com leite
